,goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
7309,1,Montral,QC,45.4931877,-73.5798066,2.5,17,20,True,full_bar,average,casual,3.0,False,True,,False,False,
17095,1,Phoenix,AZ,33.4948977,-112.0637645,4.0,115,114,False,none,average,casual,1.0,True,True,,True,True,
11477,0,Las Vegas,NV,36.106542,-115.17204,3.0,10,41,True,none,,,1.0,,,,,,
9672,1,Madison,WI,43.07263769,-89.40739609,3.5,28,31,True,full_bar,quiet,dressy,3.0,False,False,no,True,True,
10026,0,Chandler,AZ,33.3022462,-111.897967,4.5,7,32,True,none,,,2.0,,,,,,
10276,1,Las Vegas,NV,36.02103,-115.26112,3.0,3,34,True,none,average,casual,1.0,False,False,,False,False,
11704,0,Madison,WI,43.055992,-89.3976859,4.0,25,43,True,none,quiet,casual,1.0,False,False,,False,,
4954,0,Scottsdale,AZ,33.5023225,-111.9287986,3.5,3,12,True,none,,,1.0,,,,,,
3751,1,Phoenix,AZ,33.4951572,-112.1082869,3.5,11,10,True,none,quiet,casual,1.0,False,False,,False,,
13887,0,Tempe,AZ,33.4498719,-111.9251934,2.5,16,62,True,none,,,1.0,,,,,,
3788,1,Mesa,AZ,33.3941836,-111.7210886,3.5,7,10,True,none,loud,casual,1.0,True,False,,False,True,
7409,1,Phoenix,AZ,33.3781658,-112.0729196,1.5,8,20,True,none,,casual,2.0,False,,,,False,
8781,1,Tempe,AZ,33.425938,-111.940346,3.5,15,26,False,none,,casual,2.0,False,False,,True,,
18987,0,Mesa,AZ,33.39015075,-111.8575781,4.5,24,168,True,none,,,1.0,,,,True,,
5530,1,Waterloo,ON,43.4362129,-80.5601028,4.0,3,14,True,full_bar,loud,casual,2.0,False,False,,True,,
18348,1,Las Vegas,NV,36.2190682,-115.2591191,4.0,41,147,True,beer_and_wine,average,casual,1.0,False,False,,False,True,
9372,1,Montral,QC,45.507909,-73.5650063,3.0,10,29,True,full_bar,very_loud,casual,2.0,False,,,True,,
6905,1,Las Vegas,NV,36.1014934,-115.1884915,3.0,7,18,True,none,,casual,1.0,False,,,False,,
939,0,Glendale,AZ,33.6546363,-112.1888101,3.5,8,4,False,none,,,1.0,,True,,,,
11493,0,Henderson,NV,36.013024,-114.987442,2.0,5,41,True,none,,,1.0,,,,,,
3804,0,Casa Grande,AZ,32.9769801,-111.7557643,3.0,12,10,True,none,quiet,casual,1.0,False,True,,False,False,
14303,1,Goodyear,AZ,33.45656788,-112.3955378,3.5,47,68,True,full_bar,average,casual,2.0,False,True,,True,False,
13993,1,Las Vegas,NV,36.1432711,-115.2627634,3.5,38,64,False,none,quiet,casual,1.0,True,False,,False,True,
1327,1,Edinburgh,EDH,55.98012544,-3.179683685,3.0,6,5,True,none,quiet,casual,3.0,False,,,False,,
18055,1,Tempe,AZ,33.3791269,-111.977079,4.0,24,139,False,none,average,casual,1.0,False,True,,False,False,True
13542,1,Gilbert,AZ,33.378419,-111.8119026,3.5,20,59,True,none,average,casual,1.0,False,False,,True,True,
18490,1,Glendale,AZ,33.6109727,-112.1537691,4.0,11,151,True,full_bar,loud,,1.0,,False,outdoor,True,,
17880,1,Las Vegas,NV,36.1004431,-115.1347157,3.0,44,133,False,full_bar,average,casual,2.0,False,False,,False,False,
4488,0,Waterloo,ON,43.4704885,-80.5930217,4.0,5,11,True,none,,casual,2.0,,,,False,,
16246,1,Pittsburgh,PA,40.43784759,-79.92288145,4.0,63,97,True,none,average,casual,1.0,False,True,,False,False,True
12006,0,Charlotte,NC,35.22569248,-80.84654532,4.5,8,45,True,none,,,1.0,,,,True,,
12748,0,Henderson,NV,36.0217118,-115.0853057,3.5,18,51,True,none,,,1.0,,,,,,
7643,0,City of Edinburgh,EDH,55.94825,-3.364112,3.0,5,21,True,none,,casual,1.0,False,,,False,,
260,0,Goodyear,AZ,33.4503879,-112.34187,2.5,5,3,True,full_bar,very_loud,casual,2.0,False,,,False,,
6302,0,Phoenix,AZ,33.320748,-111.991549,2.0,6,16,False,none,,,1.0,,,,True,,
907,1,Phoenix,AZ,33.612162,-112.099112,2.5,7,4,False,none,,casual,,False,,,True,,
13819,1,Montral,QC,45.5028881,-73.5688499,3.5,24,62,True,full_bar,loud,casual,2.0,False,True,no,False,False,
10706,0,Madison,WI,43.0783175,-89.4706459,4.5,11,36,True,none,,,2.0,,,,True,,
15624,0,Henderson,NV,36.0241573,-115.0629783,3.5,41,86,True,none,average,casual,1.0,True,False,,False,True,
17801,1,Chandler,AZ,33.28095438,-111.9747969,3.5,79,131,True,full_bar,quiet,dressy,4.0,False,True,,False,False,
14447,1,Concord,NC,35.366481,-80.711599,3.5,11,69,True,none,,casual,2.0,False,,,False,,
11535,1,Montral,QC,45.5158478,-73.5650554,3.0,36,42,True,beer_and_wine,average,casual,2.0,False,False,,False,False,
11782,1,Urbana,IL,40.1132,-88.208287,4.0,23,44,True,full_bar,average,casual,1.0,False,False,,True,False,
10598,1,Las Vegas,NV,36.1002158,-115.1119711,4.0,13,36,False,none,average,casual,1.0,False,False,,True,False,
10101,1,Las Vegas,NV,36.1915723,-115.2593102,3.0,40,33,True,full_bar,average,casual,2.0,False,False,,True,True,
5996,0,Madison,WI,43.0352824,-89.4536017,3.5,8,15,True,none,,,1.0,,,,,,
14495,1,Madison,WI,43.1294409,-89.2941061,2.5,17,70,True,none,average,casual,1.0,False,False,,False,,
7130,1,Las Vegas,NV,36.1209539,-115.1721151,3.0,10,19,True,none,loud,casual,1.0,False,True,,False,,
9928,1,Glendale,AZ,33.6389318,-112.1690564,2.0,31,32,True,beer_and_wine,average,casual,2.0,False,False,,False,,
2298,1,Laval,QC,45.564673,-73.7344024,1.5,6,7,True,none,quiet,casual,2.0,False,True,,False,True,
16040,0,Surprise,AZ,33.64051911,-112.4253972,4.0,84,93,True,none,average,casual,2.0,False,True,,True,True,
17247,1,Phoenix,AZ,33.4532307,-112.0740735,3.5,30,117,True,none,,casual,1.0,False,,,True,,
7001,0,Henderson,NV,36.041221,-114.978614,2.0,9,19,True,none,quiet,casual,1.0,False,False,,True,True,
8064,1,McKees Rocks,PA,40.468213,-80.094956,3.5,7,23,True,full_bar,loud,casual,2.0,False,True,,True,True,
12432,0,Montral,QC,45.5170072,-73.589832,4.5,52,49,True,none,quiet,casual,1.0,False,True,,True,False,
3159,0,Homestead,PA,40.4067983,-79.9168787,2.5,3,8,True,none,,,2.0,,,,,,
18832,1,Charlotte,NC,35.204512,-80.824118,3.5,80,163,True,beer_and_wine,quiet,casual,2.0,True,True,,True,True,
4163,1,Edinburgh,EDH,55.9280595,-3.22968,3.0,8,10,True,full_bar,,casual,2.0,,,,True,,
19435,1,Las Vegas,NV,36.04170546,-115.2420947,4.0,57,186,True,full_bar,quiet,casual,2.0,True,True,,False,True,
13367,1,Scottsdale,AZ,33.569041,-111.8872821,3.5,19,57,False,full_bar,quiet,casual,3.0,,,,False,,
8125,1,Indian Trail,NC,35.08387709,-80.65978542,4.5,6,23,True,none,average,casual,1.0,True,,,,,
605,1,Karlsruhe,BW,49.0087,8.41021,3.5,21,4,True,beer_and_wine,quiet,casual,2.0,True,True,outdoor,True,,
19911,1,Charlotte,NC,35.225324,-80.842187,4.0,130,207,True,full_bar,average,dressy,3.0,False,True,no,False,,
8004,1,Edinburgh,EDH,55.9463234,-3.1851895,4.5,36,23,True,none,quiet,casual,1.0,True,True,,False,False,
8236,1,Pittsburgh,PA,40.392484,-80.065824,4.0,27,24,True,full_bar,average,casual,2.0,False,False,,False,True,
419,1,Montreal,QC,45.5080923,-73.5598433,5.0,4,3,True,beer_and_wine,,casual,2.0,,,,,,
15413,0,Charlotte,NC,35.2255255,-80.8461444,3.5,6,82,True,none,,,1.0,,,,,,
16120,0,Las Vegas,NV,36.1118281,-115.0609714,3.0,10,94,True,none,,,1.0,,,,False,,
990,0,Chandler,AZ,33.335195,-111.8440344,3.0,6,4,True,none,,,2.0,,,,,,
4923,0,Montral,QC,45.5649995,-73.6548882,4.0,5,12,True,none,,,2.0,,True,,True,,
5148,0,Pittsburgh,PA,40.4418197,-79.9571314,4.0,30,13,False,none,quiet,casual,1.0,False,True,,False,,
6795,1,Charlotte,NC,35.098696,-80.77854,3.0,5,18,True,none,,dressy,1.0,False,False,,False,,
6270,1,Montreal,QC,45.5330924,-73.5839575,3.5,9,16,True,none,average,casual,2.0,False,False,,,,
272,0,Phoenix,AZ,33.4667116,-112.0044235,3.0,6,3,True,none,,formal,1.0,False,True,,False,False,
2928,1,Kitchener,ON,43.4379383,-80.4604412,3.5,11,8,True,full_bar,average,casual,2.0,False,True,,False,,
18542,1,Charlotte,NC,35.0618989,-80.771467,3.5,41,153,True,beer_and_wine,average,casual,1.0,False,True,,True,True,
2940,1,Matthews,NC,35.123138,-80.730214,3.5,3,8,True,beer_and_wine,quiet,casual,2.0,,False,,False,True,
1242,1,San Tan Valley,AZ,33.13739022,-111.5390268,2.0,10,5,True,none,average,casual,1.0,True,True,,False,,
19672,1,North Las Vegas,NV,36.2386502,-115.1190076,3.5,50,195,True,full_bar,average,casual,1.0,False,True,,False,False,
2355,1,Sainte-Anne-de-Bellevue,QC,45.4034295,-73.9517452,2.0,9,7,True,full_bar,loud,casual,2.0,False,True,,True,False,
10331,1,Edinburgh,EDH,55.94725939,-3.191206455,3.5,6,34,True,beer_and_wine,average,casual,2.0,False,,,False,False,
12775,1,Matthews,NC,35.08302,-80.728738,4.0,48,52,True,beer_and_wine,average,casual,1.0,False,True,,True,True,
17498,1,Madison,WI,43.060635,-89.40113,4.0,103,123,True,full_bar,average,casual,2.0,True,True,,False,False,
19775,1,Scottsdale,AZ,33.58250419,-111.9260184,3.5,119,200,False,full_bar,average,casual,2.0,False,False,,True,True,
1176,1,Edinburgh,EDH,55.9522221,-3.2031324,4.0,28,5,False,full_bar,quiet,dressy,3.0,False,True,,True,False,
14224,1,Pittsburgh,PA,40.4402708,-79.9964071,3.0,17,67,True,none,average,casual,1.0,True,False,,False,False,
7920,0,Madison,WI,43.0752826,-89.4420867,4.5,20,22,True,none,,,2.0,,,,,,
7840,1,Pittsburgh,PA,40.438047,-80.01828,3.5,27,22,True,full_bar,quiet,dressy,3.0,False,False,,False,,
7845,0,Waterloo,ON,43.47178691,-80.53883631,3.5,6,22,True,none,average,casual,1.0,False,,,False,False,
4505,0,Phoenix,AZ,33.62693405,-112.1007309,3.5,6,11,False,none,,,1.0,,,,,,
7610,1,Edinburgh,EDH,55.95487088,-3.192719649,5.0,4,21,True,none,quiet,,1.0,,False,no,False,,
3975,1,Edinburgh,EDH,55.9761465,-3.1696681,3.5,11,10,True,none,average,casual,3.0,,False,,False,,
3771,1,Montreal,QC,45.515548,-73.5646532,3.5,18,10,True,beer_and_wine,average,casual,2.0,True,True,,True,True,
16233,1,Las Vegas,NV,36.24108887,-115.0580442,3.0,11,96,True,none,,casual,2.0,False,,,False,,
17817,0,Phoenix,AZ,33.5104258,-112.0284918,5.0,31,131,True,none,,,2.0,,,,,,
8277,1,Phoenix,AZ,33.6034616,-112.036653,3.5,26,24,True,none,quiet,casual,1.0,True,False,,False,,
11130,1,Edinburgh,EDH,55.9545211,-3.198144,4.0,55,39,True,full_bar,loud,casual,2.0,,True,outdoor,False,,
16299,0,Las Vegas,NV,36.16009521,-115.2317963,2.5,13,97,True,none,,,1.0,,,,,,
4959,0,Chandler,AZ,33.3465008,-111.8770087,3.5,5,12,True,none,,,1.0,,,,,,
7984,1,Montral,QC,45.5204989,-73.5752802,3.5,11,23,False,full_bar,quiet,casual,2.0,False,False,,True,False,
607,1,Phoenix,AZ,33.595949,-111.98572,3.0,5,4,True,full_bar,quiet,casual,2.0,False,True,,True,True,
5791,1,Las Vegas,NV,36.1008602,-115.1386502,2.5,28,15,True,none,average,casual,2.0,True,True,,False,True,
17993,0,Henderson,NV,36.01636424,-114.9534801,4.0,17,136,True,none,,,2.0,,True,,,,
12082,1,Las Vegas,NV,36.16771,-115.259224,3.5,26,46,True,none,quiet,casual,1.0,True,True,,False,True,
12482,1,Goodyear,AZ,33.4651485,-112.3574268,2.0,11,49,True,none,,casual,1.0,False,False,,False,False,
18346,1,Las Vegas,NV,36.1596183,-115.2330307,4.0,35,147,True,none,quiet,casual,1.0,True,True,,True,False,
12228,1,Phoenix,AZ,33.4354634,-112.0069893,2.5,16,47,True,beer_and_wine,loud,casual,2.0,False,True,,False,False,
1665,0,Edinburgh,EDH,55.954221,-3.1860096,4.0,5,5,True,none,quiet,casual,2.0,,,,,,
15890,0,Henderson,NV,36.0063446,-115.0839658,4.5,16,90,True,none,,,1.0,,,,,,
19972,1,Phoenix,AZ,33.66663897,-112.1245976,4.5,92,209,True,full_bar,average,casual,2.0,False,True,,False,True,
3141,1,Charlotte,NC,35.139018,-80.737035,3.5,10,8,False,none,,casual,,False,,,True,,
8507,1,Montral,QC,45.5005243,-73.5582337,4.0,27,25,True,full_bar,average,dressy,3.0,False,True,,False,,
19619,0,Madison,WI,43.0674367,-89.4076996,4.5,103,192,True,none,,,1.0,False,,,,,
7756,1,Peoria,AZ,33.636529,-112.23077,4.0,12,22,True,none,average,casual,1.0,False,True,,True,True,
14235,1,Charlotte,NC,35.293081,-80.756328,3.5,11,67,True,none,loud,casual,2.0,False,True,,False,False,
8158,0,Las Vegas,NV,36.090535,-115.171897,3.5,8,23,True,none,,,2.0,,,,,,
3216,0,Pittsburgh,PA,40.452898,-79.981791,3.0,6,8,True,none,,,2.0,,,,,,
1743,1,Sun Prairie,WI,43.174555,-89.25008,2.0,5,6,True,none,average,casual,1.0,False,True,,True,False,
127,1,Madison,WI,43.117707,-89.3219359,3.5,4,3,True,full_bar,quiet,,1.0,,True,no,True,,
7324,1,Mesa,AZ,33.4217887,-111.8504052,3.5,18,20,True,none,loud,casual,2.0,True,True,,False,True,
7099,1,Pittsburgh,PA,40.4648219,-79.960025,4.0,9,19,True,full_bar,quiet,,1.0,,True,yes,False,,
11125,1,Scottsdale,AZ,33.6722463,-111.890491,3.0,29,39,False,full_bar,loud,casual,2.0,False,True,,True,,
15832,1,Scottsdale,AZ,33.4781055,-111.926599,4.0,9,89,True,none,average,casual,1.0,False,False,,False,True,
15919,1,Phoenix,AZ,33.6308568,-112.0309244,3.5,69,91,True,beer_and_wine,average,casual,2.0,False,True,,False,True,
3160,0,Bellevue,PA,40.496038,-80.057175,4.5,8,8,True,none,,,1.0,,,,False,,
6665,0,Charlotte,NC,35.065635,-80.805458,3.0,6,17,True,none,,,2.0,,,,,,
12308,1,Middleton,WI,43.095724,-89.5120419,4.0,38,48,True,full_bar,average,casual,2.0,False,True,outdoor,True,True,
4461,1,Las Vegas,NV,36.1180335,-115.1631545,3.5,4,11,True,full_bar,,casual,2.0,True,,,True,,
19654,1,Las Vegas,NV,36.13381552,-115.0847123,3.5,39,194,True,beer_and_wine,loud,casual,2.0,False,True,,False,False,
476,0,North Las Vegas,NV,36.218527,-115.125484,2.5,3,3,True,none,,,,,,,,,
12910,1,Phoenix,AZ,33.4233639,-112.2260121,4.0,15,53,False,full_bar,very_loud,casual,2.0,False,False,,False,False,
5324,0,Waunakee,WI,43.1918117,-89.4522078,4.0,4,13,True,none,,,1.0,,,,,,
9630,0,Tempe,AZ,33.421591,-111.883266,3.0,3,30,True,none,,,4.0,,,,,,
1227,1,Madison,WI,43.125728,-89.299717,4.5,14,5,False,full_bar,quiet,casual,1.0,True,True,,False,,
4961,0,North Las Vegas,NV,36.2599334,-115.1558544,3.5,8,12,True,none,,,1.0,,,,,,
16654,1,Charlotte,NC,35.2140739,-80.826589,4.5,83,105,True,full_bar,average,dressy,3.0,False,True,,False,True,
9121,1,Urbana,IL,40.106382,-88.223622,3.5,55,28,True,full_bar,quiet,dressy,2.0,False,True,,False,,False
9794,0,Las Vegas,NV,36.0831402,-115.1488005,4.0,6,31,True,full_bar,,,2.0,,False,,False,,
18418,1,Las Vegas,NV,36.1146625,-115.3082101,4.0,9,149,True,none,quiet,casual,1.0,False,True,,False,False,
8691,1,Montreal,QC,45.5040207,-73.5682431,3.5,24,26,True,beer_and_wine,average,casual,2.0,False,True,,True,False,
12854,0,Montral,QC,45.5318276,-73.6176439,4.5,29,52,True,none,,,1.0,,,,,,
3215,0,Mint Hill,NC,35.1731099,-80.6581176,1.5,3,8,True,none,,,1.0,,,,,,
16514,1,Phoenix,AZ,33.4770071,-112.064905,4.5,41,102,False,none,average,casual,1.0,False,True,,False,True,
16056,0,Montral,QC,45.51430154,-73.56400386,4.5,25,93,True,none,quiet,casual,1.0,False,False,,False,False,
8547,1,Las Vegas,NV,36.1258315,-115.1847825,4.5,9,25,False,full_bar,,,1.0,,True,yes,False,,
13732,1,Mesa,AZ,33.4294491,-111.8715138,3.0,11,61,True,beer_and_wine,loud,casual,2.0,False,True,,False,True,
8852,1,Scottsdale,AZ,33.4648293,-111.914198,3.5,87,27,False,full_bar,quiet,casual,3.0,False,True,outdoor,True,,
13587,1,Phoenix,AZ,33.5160662,-112.029562,4.0,10,59,True,full_bar,average,,2.0,,,no,True,,
3432,1,Chandler,AZ,33.3188466,-111.9695826,2.5,15,9,False,none,,casual,1.0,False,True,,True,,
1769,0,Scottsdale,AZ,33.45168,-111.916537,2.0,5,6,True,none,very_loud,casual,1.0,False,True,,False,True,
13974,1,Glendale,AZ,33.640122,-112.181582,3.5,37,64,True,full_bar,average,casual,2.0,True,True,outdoor,True,True,
13664,1,Pittsburgh,PA,40.4602808,-79.9249702,3.0,39,60,True,full_bar,average,casual,2.0,False,False,,False,,
16213,1,Pineville,NC,35.0869866,-80.8717654,3.5,70,96,False,beer_and_wine,average,casual,2.0,True,True,,False,True,
13798,0,Las Vegas,NV,35.9952905,-115.2068006,4.0,40,61,True,none,,,1.0,False,,,,,
4208,1,Pointe-Claire,QC,45.45946198,-73.82317952,3.5,21,11,True,full_bar,average,casual,2.0,True,True,,False,True,
17642,0,Pittsburgh,PA,40.4377854,-79.9231507,3.5,9,126,True,none,,,1.0,,,,,,
3686,0,St. Jacobs,ON,43.5401962,-80.5531783,4.5,4,9,True,none,,,2.0,,,,,,
4582,0,Las Vegas,NV,36.175,-115.136389,2.5,11,11,True,none,,,3.0,,,,,,
11462,1,Las Vegas,NV,36.097616,-115.297818,3.0,16,41,True,none,,casual,1.0,True,,,True,,
12221,1,Las Vegas,NV,36.015643,-115.153742,3.5,54,47,True,none,average,casual,2.0,True,False,,False,True,
13897,0,Mesa,AZ,33.381666,-111.737235,3.0,10,62,True,none,,,1.0,,,,,,
16559,1,Pittsburgh,PA,40.443611,-79.9980439,3.5,89,103,True,full_bar,average,dressy,3.0,False,False,,True,True,
363,0,Montral,QC,45.498602,-73.555251,2.0,7,3,True,none,,,4.0,False,,,,,
14134,1,Middleton,WI,43.1062742,-89.5113122,4.5,15,66,True,none,average,casual,1.0,False,True,,True,False,
2333,1,Phoenix,AZ,33.5239687,-112.0911673,2.5,16,7,False,none,average,casual,1.0,False,False,,False,,
10700,0,Montreal,QC,45.4971623,-73.5757466,3.5,8,36,True,none,,,2.0,,,,False,,
16372,1,Phoenix,AZ,33.50876,-112.046798,4.0,18,99,False,none,average,casual,1.0,False,True,,True,True,
8549,0,Tempe,AZ,33.383123,-111.964485,3.0,12,25,False,none,quiet,casual,2.0,,,,False,,
6490,1,Charlotte,NC,35.142916,-80.906798,4.0,8,17,True,none,average,casual,1.0,True,False,,True,,
18124,1,Las Vegas,NV,36.1595648,-115.2875418,3.5,46,141,True,none,average,casual,1.0,False,False,,True,True,
3300,1,Charlotte,NC,35.3042746,-80.7487266,2.0,11,9,False,full_bar,average,casual,2.0,False,True,,False,False,True
19184,1,Phoenix,AZ,33.600769,-111.978772,3.5,56,176,True,full_bar,average,casual,2.0,False,True,,True,True,
19294,1,Phoenix,AZ,33.449188,-112.0772,3.0,67,180,True,full_bar,average,,2.0,,,outdoor,True,,
15196,1,Mesa,AZ,33.3997863,-111.6842035,3.5,17,79,True,full_bar,average,casual,2.0,False,True,,True,False,
1727,1,Montral,QC,45.4970408,-73.5731614,4.0,12,6,True,full_bar,average,casual,3.0,False,True,,True,False,
17066,0,Pittsburgh,PA,40.4269077,-79.9664347,4.0,13,113,False,none,,,1.0,,,,True,,
6890,1,Las Vegas,NV,36.150372,-115.153558,2.0,5,18,True,none,,casual,,False,,,False,,
12247,1,Montral,QC,45.4982192,-73.5774933,3.5,32,47,True,full_bar,average,,3.0,,True,yes,True,,
19465,0,Concord,NC,35.3695148,-80.7152032,2.5,6,187,True,none,,,2.0,,,,False,,
3166,1,New Town,EDH,55.9526847,-3.1976812,3.5,3,8,True,none,,casual,1.0,False,True,,,True,
9887,1,Madison,WI,43.1296507,-89.3062815,2.0,10,32,True,none,loud,casual,1.0,False,False,,False,False,
5333,0,Edinburgh,EDH,55.9535368,-3.1939726,4.0,9,13,True,none,,,2.0,,,,,,
9419,1,Brossard,QC,45.437625,-73.4745355,3.5,4,29,True,none,loud,casual,2.0,False,,,,,
15113,1,Phoenix,AZ,33.406857,-111.994824,2.5,4,78,True,none,average,casual,1.0,True,True,,False,True,
13801,0,DeForest,WI,43.250255,-89.3725685,4.0,18,61,True,none,,,2.0,,,,,,
1602,0,Madison,WI,43.0747273,-89.4392829,3.5,3,5,True,none,,,1.0,,,,,,
92,0,Montreal,QC,45.5159409,-73.56569,3.0,7,3,True,none,quiet,casual,3.0,True,True,,False,,
6456,1,Mesa,AZ,33.4152932,-111.8071572,4.0,7,17,True,none,average,casual,1.0,False,False,,False,False,
3218,0,Peoria,AZ,33.583379,-112.220743,4.5,4,8,True,none,,,2.0,,,,,,
13275,1,Phoenix,AZ,33.5104258,-112.0284918,4.0,25,56,True,full_bar,average,casual,2.0,False,,,True,,
10308,1,Las Vegas,NV,36.1162231,-115.1378401,4.5,10,34,True,none,,casual,1.0,False,,,False,,
5271,1,Montral,QC,45.5188135,-73.559748,3.5,7,13,False,full_bar,,,,,,outdoor,True,,
11976,1,Las Vegas,NV,36.1181689,-115.172435,2.0,34,45,True,none,average,casual,2.0,False,,,False,False,
4387,1,Pittsburgh,PA,40.4430725,-79.9973279,3.0,9,11,True,none,,casual,1.0,False,False,,False,False,
11192,0,Mesa,AZ,33.45151,-111.8149967,1.5,3,39,True,none,,,1.0,,,,,,
19488,1,Las Vegas,NV,36.141121,-115.1366241,3.5,73,188,True,none,average,casual,1.0,False,False,,False,True,
16366,1,Phoenix,AZ,33.6267072,-111.9947051,3.5,35,99,True,beer_and_wine,average,casual,1.0,True,False,,False,False,
13949,1,Las Vegas,NV,36.14356,-115.26095,4.0,5,63,True,none,,casual,1.0,False,,,False,,
11570,1,Edinburgh,EDH,55.9537067,-3.1969779,3.5,29,42,True,full_bar,average,dressy,2.0,,,outdoor,True,,
5285,0,Fitchburg,WI,43.014439,-89.427275,3.5,24,13,True,none,,,2.0,False,,,,,
3458,0,Sun Prairie,WI,43.1876509,-89.2287907,4.0,8,9,True,beer_and_wine,,casual,1.0,True,True,,False,,
15374,0,Henderson,NV,36.0560397,-115.0563054,3.0,56,82,False,none,quiet,casual,1.0,False,True,,False,True,
19429,1,Matthews,NC,35.1237873,-80.7076156,3.5,21,186,True,none,average,casual,1.0,False,True,,True,True,
1069,0,Las Vegas,NV,36.169971,-115.1427714,4.0,4,4,True,none,quiet,,,,,,,,
5748,1,Champaign,IL,40.096139,-88.245141,1.0,4,15,True,none,quiet,casual,1.0,False,True,,False,False,
6640,0,Tolleson,AZ,33.42108,-112.2726,2.5,4,17,True,none,,casual,1.0,False,,,,,
18016,0,Las Vegas,NV,36.16087556,-115.3507061,2.5,4,137,True,none,,,2.0,,,,True,,
6040,0,Edinburgh,EDH,55.9579411,-3.1894054,4.0,6,15,True,none,,,3.0,,,,,,
16291,0,Tempe,AZ,33.3337794,-111.9551158,4.5,6,97,True,none,,,1.0,,,,,,
3784,1,Montral,QC,45.5356238,-73.6019498,4.5,5,10,True,full_bar,average,casual,2.0,True,False,,True,True,
5176,1,Montral,QC,45.5315532,-73.5758647,4.0,5,13,True,full_bar,very_loud,,2.0,,True,outdoor,True,,
6580,0,Madison,WI,43.0757413,-89.3769773,3.5,9,17,False,none,,,,False,True,,,,
10202,0,Las Vegas,NV,36.218658,-115.251889,5.0,8,33,True,none,,,1.0,,,,,,
3678,0,Montral,QC,45.5341762,-73.6097763,4.5,10,9,True,none,,,1.0,,,,True,,
18037,0,Las Vegas,NV,36.11046377,-115.1542819,2.5,24,138,True,none,average,casual,1.0,False,False,,False,False,
11176,0,Edinburgh,EDH,55.9428104,-3.2036305,4.0,6,39,True,none,,,2.0,,,,,,
7820,1,Tempe,AZ,33.4077705,-111.9537169,2.5,29,22,False,none,average,casual,2.0,,True,,False,,
3352,1,Phoenix,AZ,33.6011167,-111.9834389,3.5,14,9,False,none,average,casual,2.0,False,True,,True,True,
3361,0,Pittsburgh,PA,40.44223445,-79.99713541,3.0,14,9,True,none,quiet,casual,1.0,False,False,,False,,
7716,1,Las Vegas,NV,36.1268103,-115.1659216,4.0,5,21,True,none,,,2.0,,,,,,
10964,1,Pittsburgh,PA,40.4416303,-80.0330321,4.5,31,38,True,none,quiet,casual,2.0,False,False,,False,,
496,0,Montreal,QC,45.5346039,-73.5730031,4.5,3,3,True,none,,,,,,,,,
6684,1,Edinburgh,EDH,55.9546388,-3.191836,4.0,19,18,True,full_bar,loud,dressy,3.0,False,True,outdoor,True,,
13672,1,Las Vegas,NV,36.10971973,-115.1739584,4.0,10,60,True,full_bar,loud,,2.0,,,,False,,
4473,1,Las Vegas,NV,36.124423,-115.146372,3.0,13,11,False,none,,,2.0,,True,yes,False,,
18607,0,Phoenix,AZ,33.304808,-111.977712,4.0,56,155,True,none,,,1.0,,,,,,
6240,1,Goodyear,AZ,33.484439,-112.364213,3.0,5,16,True,none,quiet,casual,2.0,False,,,False,False,
7262,1,Cottage Grove,WI,43.1048724,-89.1992292,5.0,10,20,True,none,average,casual,1.0,True,True,,True,True,
13060,0,Las Vegas,NV,36.102723,-115.174286,3.5,32,54,True,none,,,1.0,,,,,,
10129,1,Las Vegas,NV,36.1457714,-115.1907265,4.0,17,33,False,none,average,casual,1.0,,,,False,,True
10126,1,Charlotte,NC,35.18579877,-80.79156684,3.5,9,33,True,none,,casual,1.0,False,True,,True,,
19551,1,Las Vegas,NV,36.1590906,-115.1721079,4.0,47,190,True,none,loud,casual,1.0,True,False,,False,True,
11049,1,Tempe,AZ,33.3922661,-111.8934668,3.5,40,39,True,none,average,casual,1.0,True,True,,False,True,False
10483,0,Phoenix,AZ,33.304682,-111.982854,1.5,6,35,False,full_bar,average,casual,2.0,,False,,False,,
13399,0,Phoenix,AZ,33.683155,-112.082037,2.5,6,57,True,none,,casual,1.0,False,,,,,
8304,1,Pittsburgh,PA,40.4643755,-79.9821671,3.5,5,24,True,full_bar,quiet,casual,2.0,False,True,,False,,
13835,1,Champaign,IL,40.1127011,-88.2407279,4.5,60,62,False,full_bar,average,casual,1.0,False,True,,True,True,
533,0,Gilbert,AZ,33.3339209,-111.755034,2.5,7,4,True,none,average,casual,2.0,True,False,,False,False,
2152,0,Brossard,QC,45.46175963,-73.46417823,4.0,3,6,False,none,,,2.0,,,,,,
6045,0,Las Vegas,NV,36.1256863,-115.2236472,4.0,8,15,True,none,,,1.0,,,,,,
3120,1,Las Vegas,NV,36.124423,-115.146372,4.0,3,8,True,none,average,,1.0,False,True,,,,True
6973,1,Edinburgh,EDH,55.9469748,-3.1861882,4.0,34,19,True,beer_and_wine,average,casual,1.0,True,True,,False,,True
18275,1,Phoenix,AZ,33.5088898,-112.046771,2.0,64,145,True,beer_and_wine,average,casual,1.0,False,False,,True,True,
